Semester,Age,Gender,Address,Region,Family_Size,Family_Income,First_Generation_Student,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,GPA,Marks_Math,Marks_Physics,Marks_CS,Marks_English,Marks_Economics,Marks_Elective,Grade_1,Grade_2,Final_Grade,Number_of_Backlogs,Number_of_Failures,Attendance_Pct,Assignment_Score,Credits_Completed,Study_Time,Number_of_Absences,LMS_Activity_Score,Login_Frequency_Per_Week,Participation_Level,Class_Engagement_Score,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Wants_Higher_Education,Internet_Access,In_Relationship,Attended_Nursery,Travel_Time,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Tuition_Fee_Payment_Status,Scholarship_Available,Financial_Aid,Dropped_Out
1,22,Male,Urban,Central,>3,Middle,No,Together,Higher,Secondary,Home,Services,Other,Mother,8.23,69.8,68.9,63.1,59.8,67.4,63.1,16,17,16,0,0,83.1,73.2,24,4,5,74.1,2,High,5.2,Yes,Yes,No,Yes,Yes,Yes,No,No,4,5,3,2,5,2,3,Unpaid,No,No,0
2,23,Male,Urban,Central,>3,Middle,No,Together,Higher,Secondary,Home,Services,Other,Mother,7.95,62.7,65.3,61.5,63.2,71.4,68.6,14,16,15,0,0,89.4,44.2,48,2,4,67.0,5,High,7.7,No,Yes,Yes,Yes,Yes,Yes,No,No,4,5,2,4,3,5,3,Paid,No,No,0
3,23,Male,Urban,Central,>3,Middle,No,Together,Higher,Secondary,Home,Services,Other,Mother,8.44,73.1,64.2,61.0,44.5,44.9,58.1,17,15,16,1,0,89.5,67.0,60,4,3,66.2,7,High,6.0,No,Yes,No,No,Yes,Yes,No,No,4,5,5,1,1,2,5,Paid,No,No,0
4,24,Male,Urban,Central,>3,Middle,No,Together,Higher,Secondary,Home,Services,Other,Mother,8.43,79.4,70.5,68.1,68.2,64.9,65.6,13,15,14,0,0,83.4,43.2,96,3,3,62.7,6,High,8.0,No,No,No,Yes,Yes,Yes,No,No,4,5,4,2,2,3,4,Paid,No,No,0
1,18,Male,Urban,West,<=3,Middle,No,Together,Primary,Higher,Other,Other,Other,Father,5.68,40.7,49.1,47.0,49.0,38.8,61.4,11,14,12,0,1,79.2,35.9,24,1,8,51.9,6,Medium,2.6,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,2,4,5,3,1,5,Paid,No,No,0
2,19,Male,Urban,West,<=3,Middle,No,Together,Primary,Higher,Other,Other,Other,Father,5.73,37.8,46.0,45.3,49.0,31.1,42.4,8,9,8,1,0,81.1,41.5,40,1,7,46.6,7,Medium,2.9,No,Yes,Yes,No,No,Yes,Yes,Yes,2,2,5,3,3,4,3,Paid,No,No,0
3,19,Male,Urban,West,<=3,Middle,No,Together,Primary,Higher,Other,Other,Other,Father,2.87,25.9,12.2,8.4,25.4,18.0,42.4,5,7,6,2,1,68.3,2.0,48,2,4,46.4,5,Low,2.0,No,No,Yes,Yes,No,Yes,Yes,Yes,2,2,1,4,1,4,4,Paid,No,No,0
4,20,Male,Urban,West,<=3,Middle,No,Together,Primary,Higher,Other,Other,Other,Father,4.38,21.3,27.5,40.2,27.5,30.8,34.0,9,8,8,0,3,95.7,42.0,96,4,3,78.1,7,Low,3.9,No,No,No,Yes,No,Yes,Yes,Yes,2,2,2,2,2,4,5,Unpaid,No,No,1
1,25,Female,Urban,East,>3,Low,Yes,Together,Secondary,Higher,Teacher,Healthcare,Other,Father,5.5,43.4,43.3,48.2,44.2,45.2,51.4,8,8,8,0,0,70.3,53.8,24,1,5,53.9,3,Medium,5.9,No,No,Yes,No,Yes,Yes,No,No,3,4,3,5,4,3,3,Unpaid,Yes,No,0
2,26,Female,Urban,East,>3,Low,Yes,Together,Secondary,Higher,Teacher,Healthcare,Other,Father,3.23,11.9,27.7,34.3,36.5,20.2,31.9,8,6,7,2,1,68.7,28.1,32,2,2,74.4,3,Low,4.3,No,No,No,No,Yes,Yes,No,No,3,4,3,3,5,1,5,Unpaid,Yes,No,0
3,26,Female,Urban,East,>3,Low,Yes,Together,Secondary,Higher,Teacher,Healthcare,Other,Father,7.49,63.4,55.5,61.9,63.0,69.0,37.5,11,14,12,0,0,83.9,57.3,72,4,4,51.1,1,Medium,7.4,Yes,Yes,Yes,No,Yes,Yes,No,No,3,4,2,1,2,5,2,Unpaid,Yes,No,0
4,27,Female,Urban,East,>3,Low,Yes,Together,Secondary,Higher,Teacher,Healthcare,Other,Father,1.43,11.0,7.9,9.1,4.1,0.0,7.9,5,3,4,2,2,48.4,14.3,64,3,6,45.6,4,Low,2.1,Yes,No,Yes,Yes,Yes,Yes,No,No,3,4,4,2,3,4,5,Paid,Yes,No,1
1,21,Female,Rural,Central,>3,Middle,No,Apart,Secondary,Unknown,Healthcare,Services,Other,Mother,7.76,68.1,61.5,52.4,58.3,50.7,67.1,15,14,14,0,1,90.0,58.4,24,2,4,89.4,3,High,6.9,No,No,Yes,Yes,No,No,No,Yes,1,2,3,2,3,3,5,Paid,Yes,No,0
2,22,Female,Rural,Central,>3,Middle,No,Apart,Secondary,Unknown,Healthcare,Services,Other,Mother,5.25,40.4,51.6,24.1,29.6,32.5,35.8,11,10,10,0,0,71.5,46.7,48,4,10,74.9,7,Low,5.1,Yes,Yes,No,No,No,No,No,Yes,1,2,1,1,2,1,3,Unpaid,Yes,No,0
3,22,Female,Rural,Central,>3,Middle,No,Apart,Secondary,Unknown,Healthcare,Services,Other,Mother,6.76,50.2,44.9,59.1,30.5,48.7,43.7,9,12,10,0,0,68.6,45.9,72,2,3,60.7,3,Medium,5.5,No,Yes,No,No,No,No,No,Yes,1,2,5,4,2,2,4,Paid,Yes,No,0
4,23,Female,Rural,Central,>3,Middle,No,Apart,Secondary,Unknown,Healthcare,Services,Other,Mother,5.53,44.5,56.0,40.1,14.0,53.6,38.3,11,11,11,2,0,89.0,21.7,64,3,2,82.6,3,Medium,4.7,No,Yes,No,Yes,No,No,No,Yes,1,2,5,1,4,5,1,Partial,Yes,No,0
1,22,Female,Urban,East,<=3,High,Yes,Together,Unknown,Higher,Home,Other,Course,Father,7.7,64.5,49.0,60.1,59.4,49.4,59.7,14,11,12,1,0,84.8,58.4,20,1,7,61.8,1,High,7.7,No,No,No,Yes,Yes,Yes,No,Yes,4,3,4,5,4,3,3,Unpaid,Yes,Yes,0
2,23,Female,Urban,East,<=3,High,Yes,Together,Unknown,Higher,Home,Other,Course,Father,6.45,40.8,52.2,52.2,43.4,47.0,64.3,10,12,11,0,1,74.3,58.7,48,1,5,63.1,4,Medium,4.2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,3,3,3,1,5,2,Partial,Yes,Yes,0
3,23,Female,Urban,East,<=3,High,Yes,Together,Unknown,Higher,Home,Other,Course,Father,4.8,37.5,45.9,40.9,29.1,32.7,40.1,9,10,10,4,0,77.5,41.1,24,3,3,59.7,2,Low,2.9,No,Yes,No,No,Yes,Yes,No,Yes,4,3,4,3,4,1,2,Partial,Yes,Yes,0
4,24,Female,Urban,East,<=3,High,Yes,Together,Unknown,Higher,Home,Other,Course,Father,5.15,44.7,24.5,33.9,42.2,20.3,43.4,10,8,9,0,0,67.6,45.2,96,2,2,43.3,7,Low,4.7,No,No,Yes,Yes,Yes,Yes,No,Yes,4,3,5,4,5,5,2,Paid,Yes,Yes,0
1,20,Female,Urban,North,<=3,Middle,Yes,Apart,Unknown,Unknown,Other,Services,Reputation,Other,9.5,59.5,65.2,69.8,65.7,62.3,74.1,17,19,18,0,0,89.4,62.4,24,4,5,82.6,7,High,7.3,No,No,No,Yes,No,Yes,Yes,No,1,4,4,1,2,1,3,Paid,No,Yes,0
2,21,Female,Urban,North,<=3,Middle,Yes,Apart,Unknown,Unknown,Other,Services,Reputation,Other,5.92,42.2,45.3,40.2,40.2,43.3,46.5,12,10,11,0,0,64.9,57.4,48,2,8,49.5,2,Medium,5.6,No,Yes,Yes,Yes,No,Yes,Yes,No,1,4,2,3,5,3,2,Unpaid,No,Yes,0
3,21,Female,Urban,North,<=3,Middle,Yes,Apart,Unknown,Unknown,Other,Services,Reputation,Other,6.02,43.4,39.6,60.1,52.5,43.1,59.5,10,13,12,0,0,82.3,37.0,72,3,6,61.8,4,Medium,6.5,No,Yes,No,No,No,Yes,Yes,No,1,4,4,3,2,3,2,Paid,No,Yes,0
4,22,Female,Urban,North,<=3,Middle,Yes,Apart,Unknown,Unknown,Other,Services,Reputation,Other,8.27,48.0,73.4,61.7,68.4,54.4,63.9,14,16,15,0,1,82.5,62.9,96,4,4,67.9,5,High,6.3,No,Yes,No,No,No,Yes,Yes,No,1,4,4,2,2,4,1,Paid,No,Yes,0
1,23,Female,Rural,North,>3,Middle,No,Together,Secondary,Secondary,Services,Other,Other,Other,6.43,50.2,55.4,39.5,45.8,48.4,28.8,12,14,13,1,0,75.8,49.6,20,1,2,70.8,6,Medium,8.0,No,Yes,No,Yes,No,Yes,Yes,No,3,1,5,5,2,3,1,Paid,No,No,0
2,24,Female,Rural,North,>3,Middle,No,Together,Secondary,Secondary,Services,Other,Other,Other,5.37,44.9,46.1,39.0,50.7,38.9,44.8,7,7,7,0,0,67.9,35.1,48,3,3,48.2,6,Low,4.6,Yes,Yes,No,No,No,Yes,Yes,No,3,1,4,3,1,4,1,Paid,No,No,0
3,24,Female,Rural,North,>3,Middle,No,Together,Secondary,Secondary,Services,Other,Other,Other,2.95,27.1,19.8,12.4,23.2,19.7,35.7,3,8,6,6,2,77.3,20.5,0,4,5,65.6,10,Low,2.6,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3,1,3,1,2,3,4,Unpaid,No,No,1
4,25,Female,Rural,North,>3,Middle,No,Together,Secondary,Secondary,Services,Other,Other,Other,4.4,23.4,28.7,29.8,25.8,30.4,34.5,7,10,8,1,2,77.8,37.4,80,4,5,65.8,4,Low,3.5,Yes,Yes,No,Yes,No,Yes,Yes,No,3,1,2,1,1,3,1,Paid,No,No,0
1,25,Female,Urban,North,>3,Middle,No,Together,Secondary,Higher,Home,Healthcare,Course,Mother,5.36,38.9,46.9,45.9,35.6,30.8,46.3,9,9,9,0,0,95.2,51.1,24,2,3,86.9,2,Low,4.7,No,Yes,No,No,No,No,No,No,2,5,2,3,3,1,2,Unpaid,No,Yes,0
2,26,Female,Urban,North,>3,Middle,No,Together,Secondary,Higher,Home,Healthcare,Course,Mother,5.12,21.6,37.1,43.1,38.1,58.7,47.5,9,8,8,0,0,61.2,36.1,48,2,15,53.2,2,Low,3.7,Yes,Yes,Yes,Yes,No,No,No,No,2,5,2,2,4,4,2,Paid,No,Yes,0
3,26,Female,Urban,North,>3,Middle,No,Together,Secondary,Higher,Home,Healthcare,Course,Mother,6.13,42.9,43.2,39.1,46.6,45.3,48.8,12,12,12,0,0,75.3,39.7,72,4,0,60.5,3,Medium,5.2,Yes,No,No,Yes,No,No,No,No,2,5,2,1,5,2,3,Paid,No,Yes,0
4,27,Female,Urban,North,>3,Middle,No,Together,Secondary,Higher,Home,Healthcare,Course,Mother,7.09,52.0,55.7,63.3,45.0,59.3,51.2,11,11,11,0,0,72.5,51.4,96,4,7,56.4,1,Medium,6.9,Yes,Yes,Yes,Yes,No,No,No,No,2,5,3,2,4,1,3,Unpaid,No,Yes,0
1,23,Female,Rural,East,>3,Low,Yes,Apart,Primary,Primary,Teacher,Services,Other,Mother,7.12,62.3,59.2,48.9,60.6,50.0,48.8,13,14,14,0,0,82.4,48.7,24,1,2,53.2,6,Medium,4.8,No,Yes,No,No,No,No,No,No,1,2,4,3,3,4,4,Partial,No,No,0
2,24,Female,Rural,East,>3,Low,Yes,Apart,Primary,Primary,Teacher,Services,Other,Mother,7.59,53.9,57.0,68.4,51.2,52.8,70.9,14,13,14,0,0,74.2,39.6,48,1,4,65.9,3,High,6.8,Yes,Yes,No,No,No,No,No,No,1,2,2,5,5,4,2,Unpaid,No,No,0
3,24,Female,Rural,East,>3,Low,Yes,Apart,Primary,Primary,Teacher,Services,Other,Mother,7.08,59.8,51.8,53.3,63.1,53.9,52.3,14,14,14,0,0,79.2,32.9,72,4,4,60.9,3,Medium,5.0,No,No,No,No,No,No,No,No,1,2,1,1,3,2,2,Paid,No,No,0
4,25,Female,Rural,East,>3,Low,Yes,Apart,Primary,Primary,Teacher,Services,Other,Mother,6.37,43.0,55.9,58.4,46.7,42.6,39.3,11,11,11,0,0,78.9,47.9,96,4,3,65.8,2,Medium,3.3,No,Yes,Yes,No,No,No,No,No,1,2,2,1,2,3,5,Partial,No,No,0
1,17,Male,Urban,Central,<=3,Middle,No,Together,Primary,Primary,Teacher,Healthcare,Home_Proximity,Other,5.17,47.0,34.7,26.8,38.0,46.0,33.2,11,10,10,2,0,80.6,33.5,16,3,8,69.7,4,Low,3.8,No,Yes,No,Yes,Yes,Yes,No,No,4,1,3,3,3,2,4,Partial,No,No,0
2,18,Male,Urban,Central,<=3,Middle,No,Together,Primary,Primary,Teacher,Healthcare,Home_Proximity,Other,8.37,55.2,73.4,62.5,54.9,61.7,60.8,16,18,17,1,0,85.9,53.0,40,2,2,68.0,4,High,5.9,No,Yes,No,No,Yes,Yes,No,No,4,1,2,4,2,2,4,Unpaid,No,No,0
3,18,Male,Urban,Central,<=3,Middle,No,Together,Primary,Primary,Teacher,Healthcare,Home_Proximity,Other,9.53,66.9,61.0,74.7,75.2,64.0,78.4,17,19,18,0,0,73.2,71.0,72,3,2,47.0,7,High,7.7,No,Yes,No,No,Yes,Yes,No,No,4,1,2,2,3,2,3,Unpaid,No,No,0
4,19,Male,Urban,Central,<=3,Middle,No,Together,Primary,Primary,Teacher,Healthcare,Home_Proximity,Other,6.82,55.7,66.1,50.2,37.5,45.7,49.7,10,14,12,1,0,61.6,48.9,80,2,14,62.2,2,Medium,5.5,No,Yes,Yes,Yes,Yes,Yes,No,No,4,1,5,3,4,4,2,Paid,No,No,0
1,17,Male,Urban,North,<=3,Middle,No,Together,Unknown,Primary,Home,Services,Home_Proximity,Mother,5.23,49.8,46.5,34.9,28.8,31.0,36.6,7,10,8,0,0,68.6,34.6,24,3,3,53.3,3,Low,2.3,No,Yes,Yes,No,Yes,Yes,Yes,No,1,5,3,3,3,5,1,Unpaid,No,No,0
2,18,Male,Urban,North,<=3,Middle,No,Together,Unknown,Primary,Home,Services,Home_Proximity,Mother,4.65,22.9,36.3,35.7,40.7,50.4,36.1,11,9,10,4,1,72.4,18.9,16,4,5,50.1,0,Low,4.6,No,No,No,No,Yes,Yes,Yes,No,1,5,1,1,1,3,4,Partial,No,No,1
3,18,Male,Urban,North,<=3,Middle,No,Together,Unknown,Primary,Home,Services,Home_Proximity,Mother,6.04,44.3,44.8,49.5,53.4,53.9,53.3,11,6,8,1,0,77.4,44.2,60,4,1,68.6,4,Medium,6.3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,5,1,1,5,1,2,Paid,No,No,0
4,19,Male,Urban,North,<=3,Middle,No,Together,Unknown,Primary,Home,Services,Home_Proximity,Mother,4.51,30.2,32.9,40.8,42.3,35.1,34.7,10,9,10,3,0,56.2,30.5,48,4,10,33.5,2,Low,3.8,No,No,No,No,Yes,Yes,Yes,No,1,5,5,1,1,5,5,Partial,No,No,1
1,25,Male,Urban,Central,<=3,Low,No,Together,Primary,Secondary,Home,Teacher,Course,Father,7.39,46.5,46.1,49.0,49.6,51.4,52.6,15,15,15,1,0,75.8,64.7,20,1,3,71.5,3,Medium,4.8,No,Yes,Yes,Yes,No,No,No,Yes,1,1,4,4,1,1,3,Paid,No,No,0
2,26,Male,Urban,Central,<=3,Low,No,Together,Primary,Secondary,Home,Teacher,Course,Father,4.7,35.5,40.8,40.0,37.9,42.2,38.3,11,12,12,4,0,64.7,44.9,16,2,10,61.7,4,Low,3.1,Yes,No,Yes,No,No,No,No,Yes,1,1,2,4,5,1,1,Paid,No,No,0
3,26,Male,Urban,Central,<=3,Low,No,Together,Primary,Secondary,Home,Teacher,Course,Father,5.99,32.6,57.3,49.1,42.3,46.9,42.0,12,12,12,1,0,82.8,38.6,60,4,4,80.2,5,Medium,3.5,No,No,No,No,No,No,No,Yes,1,1,3,2,5,5,2,Paid,No,No,0
4,27,Male,Urban,Central,<=3,Low,No,Together,Primary,Secondary,Home,Teacher,Course,Father,4.27,37.5,47.3,35.9,25.3,28.2,26.2,7,7,7,0,3,68.8,35.0,96,4,3,41.5,4,Low,4.0,No,No,No,No,No,No,No,Yes,1,1,5,1,1,5,1,Partial,No,No,1
1,25,Other,Urban,East,>3,Low,No,Together,Unknown,Secondary,Other,Healthcare,Reputation,Mother,5.75,36.9,51.7,51.4,17.5,43.7,37.4,11,12,12,0,0,76.7,47.1,24,3,1,44.8,4,Medium,4.1,No,Yes,No,No,No,Yes,Yes,No,4,4,2,3,2,2,2,Partial,Yes,No,0
2,26,Other,Urban,East,>3,Low,No,Together,Unknown,Secondary,Other,Healthcare,Reputation,Mother,3.85,24.8,38.9,30.8,17.2,32.0,38.8,7,7,7,1,1,80.3,26.9,40,3,1,57.7,2,Low,3.7,Yes,Yes,Yes,No,No,Yes,Yes,No,4,4,2,2,4,3,4,Paid,Yes,No,0
3,26,Other,Urban,East,>3,Low,No,Together,Unknown,Secondary,Other,Healthcare,Reputation,Mother,5.7,28.2,42.4,38.7,53.0,49.2,49.4,10,12,11,0,0,72.8,35.6,72,2,3,49.7,8,Medium,3.6,Yes,No,No,No,No,Yes,Yes,No,4,4,2,2,2,1,2,Paid,Yes,No,0
4,27,Other,Urban,East,>3,Low,No,Together,Unknown,Secondary,Other,Healthcare,Reputation,Mother,7.22,40.7,44.4,47.0,60.7,43.4,77.6,14,12,13,0,0,80.6,52.8,96,4,5,64.0,3,Medium,6.0,Yes,Yes,No,No,No,Yes,Yes,No,4,4,2,1,4,2,2,Paid,Yes,No,0
1,20,Female,Rural,Central,<=3,High,Yes,Together,Unknown,Unknown,Home,Healthcare,Home_Proximity,Mother,6.34,56.5,45.5,48.8,43.6,49.5,47.7,12,11,12,0,1,75.3,56.0,24,3,7,63.9,4,Medium,6.9,No,Yes,No,No,Yes,Yes,Yes,No,2,2,3,1,4,1,5,Partial,No,Yes,0
2,21,Female,Rural,Central,<=3,High,Yes,Together,Unknown,Unknown,Home,Healthcare,Home_Proximity,Mother,8.27,66.9,76.4,67.9,57.2,73.9,69.2,12,16,14,0,0,64.7,59.2,48,2,21,61.8,2,High,5.8,Yes,No,Yes,No,Yes,Yes,Yes,No,2,2,2,2,1,3,3,Paid,No,Yes,0
3,21,Female,Rural,Central,<=3,High,Yes,Together,Unknown,Unknown,Home,Healthcare,Home_Proximity,Mother,6.39,53.8,57.1,55.7,50.9,50.3,45.5,11,12,12,1,0,82.2,60.2,60,2,6,49.0,8,Medium,5.9,No,Yes,No,No,Yes,Yes,Yes,No,2,2,4,4,4,4,3,Unpaid,No,Yes,0
4,22,Female,Rural,Central,<=3,High,Yes,Together,Unknown,Unknown,Home,Healthcare,Home_Proximity,Mother,5.95,54.2,34.0,35.5,43.8,54.1,52.5,11,12,12,0,0,78.5,30.4,96,2,8,55.2,4,Medium,4.9,No,Yes,No,Yes,Yes,Yes,Yes,No,2,2,4,3,3,4,4,Unpaid,No,Yes,0
1,25,Male,Urban,East,>3,Low,No,Together,Higher,Primary,Services,Home,Home_Proximity,Mother,5.0,32.8,51.0,48.6,37.8,33.5,33.0,9,9,9,1,0,76.2,37.5,20,1,3,63.2,6,Low,3.9,No,No,No,Yes,Yes,Yes,Yes,Yes,4,3,5,3,1,4,1,Unpaid,No,No,0
2,26,Male,Urban,East,>3,Low,No,Together,Higher,Primary,Services,Home,Home_Proximity,Mother,7.28,57.9,40.3,71.7,38.7,46.7,40.2,13,14,14,0,0,66.2,57.3,48,3,5,49.9,4,Medium,5.5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,3,4,3,2,3,1,Partial,No,No,0
3,26,Male,Urban,East,>3,Low,No,Together,Higher,Primary,Services,Home,Home_Proximity,Mother,5.96,40.6,29.6,41.1,44.7,60.9,33.3,9,11,10,0,1,84.8,47.5,72,4,3,65.9,4,Medium,4.4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,3,5,1,5,4,2,Partial,No,No,0
4,27,Male,Urban,East,>3,Low,No,Together,Higher,Primary,Services,Home,Home_Proximity,Mother,4.98,50.1,37.8,34.1,23.2,42.2,37.1,9,9,9,2,0,61.8,27.1,64,2,15,61.7,7,Low,2.8,No,No,No,Yes,Yes,Yes,Yes,Yes,4,3,3,3,3,3,4,Paid,No,No,0
1,19,Female,Urban,East,>3,Low,Yes,Together,Unknown,Unknown,Other,Healthcare,Reputation,Mother,9.94,62.4,62.4,69.2,73.5,80.8,75.4,18,17,18,0,0,89.9,69.9,24,3,4,52.0,4,High,9.3,No,Yes,No,Yes,Yes,Yes,No,Yes,3,1,3,3,3,2,4,Paid,No,Yes,0
2,20,Female,Urban,East,>3,Low,Yes,Together,Unknown,Unknown,Other,Healthcare,Reputation,Mother,10.0,79.4,61.7,99.0,81.6,84.7,63.9,18,18,18,0,0,93.4,70.2,48,2,5,91.4,6,High,6.8,Yes,No,No,No,Yes,Yes,No,Yes,3,1,5,2,2,3,3,Paid,No,Yes,0
3,20,Female,Urban,East,>3,Low,Yes,Together,Unknown,Unknown,Other,Healthcare,Reputation,Mother,8.88,71.1,49.0,65.1,68.9,70.8,76.5,14,16,15,1,0,82.8,77.6,60,3,5,66.9,4,High,8.4,No,Yes,No,No,Yes,Yes,No,Yes,3,1,4,1,2,4,3,Paid,No,Yes,0
4,21,Female,Urban,East,>3,Low,Yes,Together,Unknown,Unknown,Other,Healthcare,Reputation,Mother,7.59,67.1,45.1,50.0,49.3,64.0,61.2,10,14,12,0,0,82.6,51.3,96,2,2,68.9,8,High,5.4,No,Yes,No,Yes,Yes,Yes,No,Yes,3,1,3,3,4,4,4,Partial,No,Yes,0
1,23,Female,Urban,West,>3,High,No,Together,Primary,Unknown,Healthcare,Other,Home_Proximity,Other,8.11,65.1,74.9,67.8,76.7,65.5,48.9,13,12,12,2,0,79.5,60.2,16,2,5,54.7,4,High,6.4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,2,3,4,2,4,Paid,No,No,0
2,24,Female,Urban,West,>3,High,No,Together,Primary,Unknown,Healthcare,Other,Home_Proximity,Other,9.01,52.1,58.6,67.3,67.8,78.9,73.4,17,19,18,1,0,89.2,64.3,40,4,4,60.6,6,High,5.8,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2,2,2,1,1,3,5,Paid,No,No,0
3,24,Female,Urban,West,>3,High,No,Together,Primary,Unknown,Healthcare,Other,Home_Proximity,Other,5.21,31.6,47.9,25.9,31.8,36.8,55.9,9,10,10,0,0,95.1,29.9,72,4,3,82.1,5,Low,5.7,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,1,1,1,3,5,Unpaid,No,No,0
4,25,Female,Urban,West,>3,High,No,Together,Primary,Unknown,Healthcare,Other,Home_Proximity,Other,4.41,37.3,28.0,35.4,16.2,34.6,33.9,6,9,8,1,2,71.0,17.8,80,3,4,61.6,11,Low,5.1,No,Yes,No,No,Yes,Yes,No,Yes,2,2,2,2,4,4,2,Paid,No,No,1
1,22,Male,Urban,East,<=3,Middle,Yes,Apart,Secondary,Higher,Services,Services,Other,Mother,7.03,48.3,49.8,75.4,57.3,61.8,51.0,12,13,12,0,0,57.1,57.8,24,2,8,27.4,3,Medium,4.4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,4,1,2,2,3,4,Paid,No,No,0
2,23,Male,Urban,East,<=3,Middle,Yes,Apart,Secondary,Higher,Services,Services,Other,Mother,5.31,40.9,26.0,55.0,38.4,52.6,53.4,12,11,12,0,0,71.8,34.3,48,4,5,74.4,5,Low,5.7,No,Yes,No,Yes,Yes,Yes,Yes,No,1,4,2,1,2,2,4,Paid,No,No,0
3,23,Male,Urban,East,<=3,Middle,Yes,Apart,Secondary,Higher,Services,Services,Other,Mother,5.4,39.1,39.9,47.3,40.7,41.0,34.7,9,10,10,0,1,59.3,41.8,72,3,11,59.9,3,Low,4.5,No,No,Yes,No,Yes,Yes,Yes,No,1,4,5,2,3,4,4,Unpaid,No,No,0
4,24,Male,Urban,East,<=3,Middle,Yes,Apart,Secondary,Higher,Services,Services,Other,Mother,5.16,29.2,33.7,42.6,39.5,37.8,37.4,8,6,7,0,0,54.4,33.6,96,4,12,41.8,1,Low,6.1,No,No,Yes,Yes,Yes,Yes,Yes,No,1,4,5,1,4,5,5,Paid,No,No,0
1,24,Female,Rural,East,<=3,Middle,No,Together,Secondary,Higher,Other,Teacher,Reputation,Other,10.0,89.3,72.0,77.8,79.2,74.3,66.2,18,20,19,1,0,91.6,68.0,20,4,4,66.0,10,High,8.7,No,No,Yes,No,No,No,Yes,Yes,4,1,5,2,3,1,3,Partial,No,Yes,0
2,25,Female,Rural,East,<=3,Middle,No,Together,Secondary,Higher,Other,Teacher,Reputation,Other,8.43,64.6,90.9,60.1,51.8,68.0,59.4,14,18,16,0,1,73.6,61.4,48,2,4,58.0,9,High,7.9,No,No,No,No,No,No,Yes,Yes,4,1,2,4,1,5,3,Paid,No,Yes,0
3,25,Female,Rural,East,<=3,Middle,No,Together,Secondary,Higher,Other,Teacher,Reputation,Other,10.0,78.2,76.6,65.5,59.6,74.7,68.0,20,19,20,0,0,93.6,75.2,72,4,5,66.5,6,High,7.2,No,No,No,Yes,No,No,Yes,Yes,4,1,4,1,5,5,3,Paid,No,Yes,0
4,26,Female,Rural,East,<=3,Middle,No,Together,Secondary,Higher,Other,Teacher,Reputation,Other,10.0,73.4,79.0,69.3,68.9,86.2,88.7,19,17,18,2,0,88.3,70.9,64,3,5,49.7,5,High,8.8,Yes,Yes,No,Yes,No,No,Yes,Yes,4,1,1,2,3,3,5,Partial,No,Yes,0
1,25,Female,Urban,South,>3,High,Yes,Together,Primary,Primary,Other,Other,Home_Proximity,Other,9.53,73.8,73.0,78.4,58.3,67.4,66.3,19,17,18,0,0,76.7,77.7,24,2,2,66.9,5,High,6.6,No,No,Yes,Yes,Yes,Yes,Yes,No,3,4,5,3,5,1,5,Paid,Yes,No,0
2,26,Female,Urban,South,>3,High,Yes,Together,Primary,Primary,Other,Other,Home_Proximity,Other,8.03,50.2,69.3,54.3,55.1,57.0,64.9,15,15,15,0,0,80.7,66.4,48,1,5,65.3,6,High,8.1,Yes,No,No,No,Yes,Yes,Yes,No,3,4,1,4,4,3,5,Paid,Yes,No,0
3,26,Female,Urban,South,>3,High,Yes,Together,Primary,Primary,Other,Other,Home_Proximity,Other,4.68,35.7,34.9,36.0,34.9,31.0,7.9,9,9,9,0,1,85.2,38.8,72,4,5,83.0,3,Low,3.4,No,Yes,No,Yes,Yes,Yes,Yes,No,3,4,5,2,5,5,1,Partial,Yes,No,0
4,27,Female,Urban,South,>3,High,Yes,Together,Primary,Primary,Other,Other,Home_Proximity,Other,6.65,47.1,51.3,56.7,47.0,43.9,51.8,14,10,12,0,0,74.3,37.8,96,2,6,60.7,8,Medium,4.4,No,Yes,No,Yes,Yes,Yes,Yes,No,3,4,4,2,2,5,2,Paid,Yes,No,0
1,21,Male,Rural,North,>3,Low,No,Apart,Secondary,Secondary,Teacher,Other,Reputation,Mother,7.86,60.2,53.4,64.5,56.0,53.5,60.1,15,14,14,0,0,83.7,57.9,24,4,5,68.9,4,High,5.8,Yes,No,Yes,Yes,Yes,No,No,Yes,4,3,1,1,3,5,5,Paid,No,Yes,0
